id,age,annual_income,monthly_debt,credit_score,num_credit_lines,employment_years,loan_amount,loan_term_months,num_late_payments,savings_balance,education,home_status,loan_purpose,region,noise_num_1,noise_num_2,noise_cat_1,noise_num_3,noise_num_4,default
1244,21,137181,646.88,588,3,4.4,13848,24,0,,Master,Own,Debt Consolidation,West,-0.947687447,-2.767106145,A,71,72.06219181,0
1245,46,92872,1425.08,,1,6.4,12093,48,0,13442.65,High School,Own,Business,West,-0.145598875,-0.13620378,C,63,17.12851287,0
1246,44,,2816.88,817,6,8.7,12929,84,,6893.12,Bachelor,Mortgage,Business,Central,0.625705034,2.208407691,B,60,79.18890948,0
1247,23,,1345.04,537,3,1.6,3140,24,1,,Bachelor,Own,Other,West,-0.129324738,0.035063098,B,99,223.7051155,0
1248,52,102164,1005,700,1,1.9,10731,60,0,5921.07,Bachelor,Rent,Education,East,-0.767720615,0.518447123,C,27,79.50177607,0
1249,72,53993,3192.91,663,4,,7201,60,,2976.08,Bachelor,Rent,Debt Consolidation,South,-0.256507805,0.09392374,D,63,303.7337126,0
1250,42,40755,2492.77,733,2,,9427,84,1,11390.11,PhD,Rent,Debt Consolidation,Central,0.483858306,-1.483585509,A,29,441.0197506,0
1251,32,60674,1413.89,632,6,,12487,48,0,11848.49,Bachelor,Mortgage,Debt Consolidation,Central,-1.311792318,-0.740815197,C,43,314.1818778,0
1252,31,,2636.31,,3,2.7,3921,84,1,16870.54,Bachelor,Own,Medical,Central,0.973541514,-2.085715996,D,73,167.6614528,0
1253,25,,2092.76,510,6,2.9,7116,12,0,5757.62,Bachelor,Rent,Debt Consolidation,North,-2.11643308,0.043324971,C,53,23.41843141,0
1254,59,41008,1182.47,,3,7.9,27612,36,0,4590.69,High School,Rent,Other,North,0.918125461,-0.324775362,D,43,693.0457672,0
1255,34,54139,922.63,625,7,11.4,12555,84,0,2723.35,High School,Mortgage,Business,South,1.695669132,-0.789308084,B,96,396.8751002,0
1256,36,31387,850.11,,6,4.7,20422,12,2,19829.46,None,Mortgage,Debt Consolidation,West,2.223251034,0.996968059,A,16,268.7537448,0
1257,34,45493,2188.04,792,6,4.6,11948,24,1,362.58,High School,Own,Home Improvement,East,-1.401295394,-1.704535468,A,84,147.6389734,0
1258,18,,6373.66,676,2,2.6,5392,36,0,3019.6,Bachelor,Mortgage,Business,East,-3.185606608,-0.940174965,B,12,179.9720235,0
1259,23,36703,2487.16,,6,0.9,10966,24,0,593.11,Bachelor,Mortgage,Debt Consolidation,Central,1.751145496,-1.462912498,A,9,68.9285855,0
1260,38,52973,3196.97,633,2,20.1,18105,60,3,37433.41,Master,Rent,Education,West,0.477414264,-0.0193079,A,10,84.69430687,1
1261,27,25343,3396.14,578,3,6.2,8410,24,,1999.07,Bachelor,Mortgage,Debt Consolidation,South,-0.124432193,1.109880842,A,59,30.51907071,1
1262,43,27244,1115.94,580,7,6.2,5511,12,,3077.69,None,Mortgage,Medical,East,0.081956727,0.179226335,D,2,153.3673087,0
1263,43,209674,291.8,586,5,10.8,28429,84,1,,Bachelor,Own,Education,East,-1.101898009,-2.293865778,D,71,646.6867774,0
1264,40,,1555.49,590,3,,7716,60,,,Bachelor,Mortgage,Home Improvement,North,0.047082581,0.749772973,B,96,140.535382,0
1265,47,,1240.39,570,2,0.8,7793,36,,6243.03,High School,Mortgage,Debt Consolidation,South,-0.250821942,1.259414407,A,54,181.4983174,0
1266,37,43502,1103.78,686,2,14.8,20363,12,2,13575.36,Master,Mortgage,Medical,East,1.400488084,-1.317286231,C,71,39.66899167,0
1267,32,128520,796.32,489,5,4.1,96670,12,2,10572.99,Master,Rent,Home Improvement,Central,0.512487641,0.099715563,A,42,309.9935546,0
1268,30,81472,1163.21,534,7,4.9,13129,24,2,47750.92,High School,Mortgage,Medical,Central,0.06181282,0.964671805,D,40,770.6220087,0
1269,44,50252,11694.43,,4,2.7,32574,48,2,3425.21,High School,Mortgage,Home Improvement,Central,-0.355199002,0.207148315,A,75,518.6360382,0
1270,40,57410,595.47,811,4,,7029,24,0,9045.12,High School,Mortgage,Debt Consolidation,Central,-0.578380064,0.235262074,A,51,136.2765426,0
1271,40,50582,1740.61,565,4,0.1,16763,48,0,2015.67,Bachelor,Rent,Education,South,-0.919733672,-0.001829918,B,24,140.0766231,0
1272,48,47755,7202.59,540,2,,15074,24,0,,Master,Rent,Medical,North,-0.882957792,-0.614644209,C,69,149.3724167,1
1273,47,,5359.52,754,5,3.2,7435,36,0,,High School,Other,Business,Central,2.03548596,-0.710579033,A,67,62.08118035,0
1274,28,97286,683.29,529,5,,18764,84,2,,High School,Own,Education,East,1.154818137,0.207982641,A,19,233.0173885,0
1275,18,,1320.21,,5,12.4,7107,48,0,907.1,PhD,Other,Business,North,-0.22482775,0.225458547,B,15,366.3548274,0
1276,57,105009,1656.91,769,4,7.6,10334,84,2,8796.48,High School,Own,Medical,Central,-1.5006603,-0.102929372,C,89,425.8111532,0
1277,18,62796,1556.52,760,4,2.1,8323,36,,2271.46,Bachelor,Rent,Home Improvement,West,0.184499172,-0.7085108,D,55,65.06745088,0
1278,47,,1098.45,,8,,8916,60,0,709.81,High School,Rent,Medical,East,-1.364684633,-0.431399717,C,84,259.25811,0
1279,35,139161,944.81,567,8,2.5,3375,12,,43152.01,Master,Mortgage,Other,West,1.046558662,-1.576506391,D,6,123.5288691,0
1280,32,27843,778.03,797,7,0.4,33018,12,2,4696.07,Bachelor,Mortgage,Home Improvement,North,0.973895116,-0.352013144,D,52,109.3954261,0
1281,43,34334,776.53,,2,5,4903,60,1,5633.09,Bachelor,Mortgage,Debt Consolidation,North,0.380512431,-0.273855458,B,78,81.09737218,0
1282,44,24312,1838.06,689,3,0.5,12185,12,1,,Master,Mortgage,Business,West,-0.022394827,0.922385402,D,85,164.84922,1
1283,40,,616.64,598,3,8.3,42508,60,1,,High School,Own,Medical,Central,-0.047567143,-0.154790139,D,83,370.5905106,0
1284,35,45415,5413.4,543,3,,4209,84,0,659.9,Bachelor,Mortgage,Debt Consolidation,West,-1.024659674,-1.434658042,B,81,101.0647372,0
1285,39,35815,1033.5,342,4,1.1,13250,48,0,,None,Own,Business,South,-0.907309085,1.702235951,D,57,402.219792,0
1286,41,,1743.35,605,3,5.4,34940,48,,2715.58,Bachelor,Rent,Business,East,0.36473463,0.169842734,D,4,317.3423345,1
1287,45,66641,1460.78,,7,8.5,7119,84,0,1991.96,High School,Mortgage,Other,West,-1.669959852,0.577981272,C,69,140.6386938,0
1288,39,,1977.09,,6,1.7,21289,48,0,3847.17,None,Own,Debt Consolidation,West,0.760703211,-0.132283355,D,5,241.884282,0
1289,28,,365.32,571,5,0.2,8660,12,,22516.68,High School,Own,Business,South,0.533786928,-0.809859839,D,55,209.6641131,0
1290,64,43326,489.15,,2,,22332,36,1,3223.26,High School,Other,Business,Central,0.491179679,-0.614553957,A,90,90.23451367,0
1291,51,,1224.32,682,2,12.4,18525,12,0,1299.77,Bachelor,Rent,Medical,West,-0.935447243,0.206259951,B,53,152.8355753,0
1292,39,25655,1873.83,,3,,7811,36,0,,Bachelor,Own,Education,North,-0.390331776,0.568030431,B,51,94.26120875,0
1293,66,44508,1357.31,797,7,3.2,14680,12,1,2484.15,High School,Other,Home Improvement,North,0.36635529,0.121999463,B,70,486.4898091,0
1294,34,63424,1745.52,,1,6.9,4812,36,1,19245.29,Master,Mortgage,Other,West,-0.05748361,-0.525074678,D,91,479.0759207,1
1295,41,56135,2156.48,716,1,3,39018,24,1,53105.67,High School,Mortgage,Home Improvement,Central,-0.46797066,-0.582122622,D,32,58.5173301,0
1296,48,,3486.56,600,3,0.7,8980,12,0,1672.48,Bachelor,Mortgage,Home Improvement,East,-0.865240664,1.79690735,C,17,400.6064393,1
1297,42,,1660.1,604,1,1.8,18279,60,1,,High School,Rent,Other,East,1.471350424,-0.613781363,C,17,170.3187376,0
1298,53,71473,3562.49,672,3,,15427,24,0,26203.59,High School,Rent,Business,South,-0.625151271,-0.277318221,D,89,41.25268655,0
1299,37,40399,1740.21,555,7,3,40479,84,0,20144.26,Bachelor,Mortgage,Business,South,0.663447265,1.621946395,C,91,184.1246303,0
1300,34,,1965.85,697,6,0.7,10334,36,,8451.07,High School,Own,Business,East,-0.24138451,0.197443976,B,29,166.7413382,0
1301,29,93296,2641.79,474,5,5.1,75187,24,1,33591.7,High School,Mortgage,Debt Consolidation,West,-0.397305208,-1.69084305,D,68,114.2028595,1
1302,49,,2639.81,632,3,8.2,15519,12,0,18757.36,None,Mortgage,Debt Consolidation,South,-0.871177761,1.626758485,D,70,264.0985513,0
1303,40,43988,892.42,507,6,0.9,6785,24,0,,Bachelor,Mortgage,Debt Consolidation,North,-0.164385468,-0.087483334,A,33,90.21718272,0
1304,28,56649,2067.92,,8,0.5,4168,48,0,9982.5,None,Mortgage,Other,West,2.39231054,0.335082968,C,25,116.2054739,0
1305,25,48376,852.82,,1,8.4,12698,36,,,High School,Own,Business,South,-1.736515417,-0.900306532,B,19,81.37519923,0
1306,41,24888,1791.18,628,1,19.2,2833,84,0,8564.69,PhD,Mortgage,Medical,West,-1.189959844,0.286349994,C,18,157.414013,0
1307,45,106622,2260.29,678,1,0.6,12021,84,2,1015.18,Bachelor,Own,Debt Consolidation,South,-0.792438425,0.740602084,C,60,417.2222304,0
1308,28,85116,4984.72,,5,0.3,11348,12,1,449.46,High School,Rent,Debt Consolidation,North,0.32984829,0.694003172,A,9,38.7980448,1
1309,46,98295,613.42,724,4,2,2585,12,0,1869.31,Master,Mortgage,Business,East,0.666517318,1.234882937,A,56,1213.714089,0
1310,27,,1512.49,,2,7.3,10272,24,2,7034.52,Master,Rent,Home Improvement,South,0.495501547,-1.570145942,B,50,90.26033766,0
1311,46,45712,2977.5,692,1,10,13892,84,1,,Master,Rent,Medical,East,-0.950699547,0.284969578,A,76,603.0814228,0
1312,53,42510,1526.7,514,3,0.4,7599,84,1,,High School,Rent,Debt Consolidation,East,1.298335574,-0.051533593,D,25,24.76069146,0
1313,18,41001,3517.35,,7,10.6,80267,84,0,2244.82,Bachelor,Mortgage,Home Improvement,North,0.021263371,0.679524721,D,28,116.0003886,0
1314,34,55845,694.19,591,4,13.3,19008,24,1,11582.43,None,Mortgage,Debt Consolidation,Central,0.345288815,-0.588158124,C,23,72.22613931,0
1315,23,37796,1104.47,587,3,4.4,14326,24,2,,Master,Mortgage,Medical,East,-1.17871097,2.664931077,A,52,213.5210172,0
1316,42,170194,3312.67,670,5,2.9,14441,24,,8065.3,Bachelor,Mortgage,Business,West,1.022206481,0.856646902,A,69,172.9022473,0
1317,39,54602,1291.26,632,3,,12232,12,1,10373.66,None,Rent,Other,North,-0.928469096,0.409398121,C,35,224.9837354,0
1318,44,,1476.94,497,6,0.4,32413,60,2,15756.6,High School,Other,Business,East,0.503770345,-1.858538869,C,19,184.975088,0
1319,44,,2230.59,559,5,4.7,8606,60,2,8506.07,PhD,Own,Debt Consolidation,West,1.152883004,0.011015094,A,87,142.9948487,0
1320,45,122583,1130.72,605,4,,5180,60,1,1774.58,Bachelor,Mortgage,Other,West,-1.046772382,-0.292039418,A,97,592.7776124,0
1321,34,,447.52,707,3,7.5,7528,60,0,20969.59,High School,Rent,Other,North,0.998268287,1.136489424,C,59,87.47323795,0
1322,63,80983,1072.61,737,5,3,30917,12,1,25580.17,High School,Rent,Debt Consolidation,North,-0.527411947,-0.771049877,C,29,123.8146136,0
1323,41,23580,1661.53,541,3,,6389,12,1,32743.12,High School,Mortgage,Home Improvement,South,-0.397511933,-1.405739956,C,28,211.0661522,0
1324,18,60418,2509.71,567,4,2.4,29846,36,0,2812.59,PhD,Mortgage,Debt Consolidation,Central,0.690733495,-0.947312892,B,2,866.4045802,0
1325,38,19712,3454.02,669,2,0.5,10827,84,1,5261.83,Bachelor,Other,Home Improvement,Central,-0.711427388,1.172584219,B,5,471.332451,1
1326,62,68086,815.65,,3,5.8,9324,48,3,1314.94,Bachelor,Own,Debt Consolidation,West,1.968672372,0.893816206,D,31,139.3377632,0
1327,45,23380,756.34,737,5,6.9,5244,60,1,8192.29,High School,Rent,Home Improvement,East,-0.538408369,0.909702326,A,78,46.12450553,0
1328,27,66050,851.99,,2,2.4,53237,48,,,Master,Mortgage,Medical,South,-0.729066178,-0.02507758,D,41,89.72676236,0
1329,26,126591,1938.33,,4,,26880,36,1,2904.56,None,Rent,Medical,South,1.139226446,-0.091541752,C,64,172.6391105,0
1330,38,27492,6776.46,617,2,0.6,18533,36,1,1796.35,Master,Mortgage,Debt Consolidation,North,-1.441081212,0.465246601,D,16,168.559761,1
1331,18,48830,1704.8,,5,6.1,7334,12,0,13819.32,Bachelor,Mortgage,Debt Consolidation,Central,0.875039085,1.462205183,B,9,30.21218575,0
1332,35,77806,3749.68,743,1,1.9,5782,84,0,2681.41,Bachelor,Rent,Other,East,-0.919999727,0.477510613,C,5,23.25400052,0
1333,32,119292,1884.27,594,4,10.1,10347,84,0,457.84,Bachelor,Mortgage,Debt Consolidation,East,-0.443640923,-1.707020701,A,80,96.03945851,0
1334,39,52633,3946.81,664,5,2.7,9098,84,,13482.88,High School,Mortgage,Debt Consolidation,West,-0.54604554,0.936289401,B,57,85.83241004,0
1335,45,49220,1866.41,729,9,14.3,9094,48,0,1827.68,None,Rent,Debt Consolidation,West,1.510164519,1.709250241,C,8,172.5734556,0
1336,51,44990,1635.07,410,2,5.4,4224,60,,8443.86,Bachelor,Mortgage,Business,Central,0.336627851,0.452857159,D,48,202.4641351,1
1337,34,38966,1336.3,492,6,5.5,19965,60,1,4773.66,Master,Mortgage,Other,South,0.745161827,-0.789181656,C,11,79.36851553,0
1338,33,,1649.92,448,2,1.1,9803,24,2,3606.17,High School,Rent,Other,East,0.006076645,-0.874097193,D,65,79.14195805,0
1339,43,,1683.69,557,4,,14438,36,1,11445.57,High School,Rent,Debt Consolidation,Central,0.341195456,0.959652977,A,97,32.45959539,0
1340,33,57042,1556.54,779,4,5.5,5326,60,0,4964.84,Bachelor,Rent,Business,North,1.252457056,0.402911908,A,39,159.0060653,0
1341,47,101072,784.66,515,4,,9902,60,1,,High School,Mortgage,Debt Consolidation,East,-0.008821483,0.0774488,C,26,273.6606548,0
1342,50,23843,1214.76,848,5,3.8,6841,60,2,2761.17,Bachelor,Own,Debt Consolidation,East,0.23694011,0.891473372,A,98,101.3324328,0
1343,59,90236,2416.57,683,5,1.9,13341,60,2,23937.59,High School,Mortgage,Medical,East,0.231309448,-0.785060505,D,41,214.5194007,0
1344,38,39039,1659.36,505,3,3.8,51040,36,,10300.59,Master,Own,Home Improvement,Central,0.871882822,0.624021175,A,97,627.4381595,0
1345,37,33520,987.84,540,7,,4385,36,2,5189.48,Bachelor,Rent,Medical,South,0.310453457,0.919924268,C,13,64.55704512,0
1346,20,34832,641.08,,4,11.8,3926,60,0,3371.88,None,Rent,Education,South,0.754722738,1.580312702,B,12,408.3997491,0
1347,39,72374,3700.09,,3,14.7,18387,84,,2112.26,Bachelor,Own,Debt Consolidation,Central,0.136393312,-0.436539863,C,47,95.16867799,0
1348,39,66350,4585.76,,8,10,8023,12,1,16849.94,High School,Rent,Debt Consolidation,Central,1.920058289,-1.159608472,B,38,156.8075877,0
1349,41,,1099.04,674,4,0.5,21768,84,2,1069.7,Bachelor,Mortgage,Education,North,0.660442161,-0.336716066,B,79,182.7745316,0
1350,45,59277,838.33,757,8,0.1,6834,48,2,5986.8,Master,Mortgage,Medical,South,-0.842031556,1.199843466,D,70,237.9715973,0
1351,64,77686,1440.24,659,4,0.5,8651,84,0,2181.6,High School,Mortgage,Home Improvement,East,-1.205663195,-0.458044013,D,92,141.716301,0
1352,41,35047,427.24,656,5,0.9,6720,60,,,Master,Mortgage,Debt Consolidation,East,-0.235307626,0.418913878,D,67,54.61601316,0
1353,44,100662,850.54,710,4,6.3,6626,60,,92332.65,Bachelor,Own,Education,East,-0.152856537,-1.42463353,A,84,38.66790819,0
1354,23,73309,3379.24,,2,5.4,55867,36,2,77549,High School,Mortgage,Home Improvement,Central,-0.237879208,-0.616190035,D,63,26.15467453,0
1355,27,50113,1977.49,601,5,12.4,7771,24,,15628.2,Master,Rent,Home Improvement,North,0.41162876,0.023701157,A,79,451.465684,0
1356,37,130220,3866.52,450,0,21.1,11137,24,1,50001.53,Bachelor,Other,Business,East,-1.519294461,0.482449131,C,30,37.86703821,1
1357,27,62422,2360.29,565,2,4.1,9472,12,1,533.74,Bachelor,Rent,Medical,West,1.174390693,-0.370552988,C,57,134.4222317,0
1358,34,177464,4387.75,,2,2.9,8132,24,0,3415.41,High School,Rent,Home Improvement,South,-2.464893266,1.115414079,D,93,89.9380905,0
1359,28,33114,1136.56,617,6,0.3,10874,12,1,86.22,PhD,Own,Home Improvement,North,0.700039255,-0.255189653,D,6,63.19711306,0
1360,49,50867,650.42,674,4,,19430,36,,9270.73,High School,Rent,Debt Consolidation,West,0.790161471,-1.166303211,C,98,323.0538589,0
1361,44,15000,1253.81,,2,4.8,14044,48,0,9565.75,Bachelor,Other,Debt Consolidation,Central,-0.337091527,-0.801556465,A,12,566.3793943,0
1362,19,37359,2236.15,725,7,1.3,12234,36,2,6129.36,None,Mortgage,Debt Consolidation,Central,-0.353442491,-0.421707091,D,36,115.0953045,0
1363,37,157171,5475.55,696,1,0.7,23017,60,0,3160.71,Master,Mortgage,Debt Consolidation,South,-0.971883193,-0.120175065,B,43,87.25825114,0
1364,52,50660,1332.91,761,5,20.9,7365,36,1,5085.56,Master,Rent,Business,East,-0.652020052,0.295731116,A,40,169.212732,0
1365,37,,2180.07,534,5,25.3,11057,12,1,18435.68,None,Mortgage,Medical,West,-0.535009302,1.28971048,D,76,51.114381,0
1366,46,57376,724.01,717,0,,14188,48,1,634.39,None,Own,Debt Consolidation,West,0.609434124,1.121263609,D,31,52.74890088,0
1367,41,43033,852.43,,4,9.1,11039,24,0,9387.58,Master,Rent,Education,North,-0.857700446,-0.752063908,D,10,181.7273255,0
1368,51,,1235.85,559,4,10.8,4993,84,1,11642.76,High School,Rent,Education,East,-0.492762678,-0.532916972,B,52,290.5526775,0
1369,45,28637,987.09,605,2,1.8,35782,60,1,1926.04,Bachelor,Own,Business,South,1.25864654,0.046407206,A,71,55.58822035,0
1370,18,87639,4278.19,808,6,4.7,26632,12,0,3167.44,High School,Mortgage,Other,Central,-2.235004483,0.596377846,B,74,57.45092302,0
1371,29,41380,325.13,601,6,1.2,9949,84,0,,Master,Rent,Medical,South,-0.166864882,0.278548387,A,95,779.4612068,0
1372,36,69978,2617.09,,2,5.7,8186,24,3,5772.69,None,Mortgage,Debt Consolidation,East,1.009640409,1.193154375,C,73,210.2957643,0
1373,44,113383,921.52,564,2,8.8,30788,60,2,3732.79,High School,Mortgage,Business,West,-0.059161623,0.018110773,A,93,50.21841082,1
1374,45,125199,1423.01,,5,0.3,39231,60,1,1188.65,Bachelor,Mortgage,Medical,North,-1.810526093,0.415132315,C,66,244.4725106,0
1375,18,23907,2875.71,677,3,17.9,18245,84,,3163.36,High School,Mortgage,Debt Consolidation,North,0.342776998,0.905777741,D,83,144.1521548,1
1376,33,44890,2700.97,655,2,11.4,37602,12,1,84136.39,Master,Rent,Business,South,1.495962966,0.22153973,C,46,89.8050186,1
1377,43,39244,1187.99,529,11,2.6,15884,84,0,3476.71,Bachelor,Own,Debt Consolidation,Central,2.615963188,-0.87894413,A,86,206.7048153,0
1378,25,32850,630.73,,2,1.9,2064,84,1,9323.05,Bachelor,Rent,Debt Consolidation,South,-0.705038657,-0.881112776,D,4,1084.635977,0
1379,46,53115,2029.51,649,5,1.6,6388,24,1,103535.81,Master,Own,Medical,West,0.159149361,-1.092159681,D,30,33.77836579,1
1380,49,,1141.76,553,4,,5604,60,0,12223.9,High School,Mortgage,Home Improvement,North,0.081439504,1.123786514,C,93,468.734518,0
1381,23,32842,1333.35,597,6,6.8,10311,48,0,17045.92,Bachelor,Rent,Education,South,2.485350823,0.793688236,A,43,100.045594,0
1382,61,46000,2241.05,702,4,0.6,17638,84,0,4074.6,None,Rent,Debt Consolidation,North,0.372103883,-0.31857568,D,14,152.5467781,0
1383,53,77515,4635.17,620,4,5.1,14321,24,1,,Master,Other,Home Improvement,South,0.512214041,-0.455715567,D,56,101.3159575,0
1384,38,136581,2585.37,682,5,,4607,12,,1675.7,Bachelor,Rent,Home Improvement,East,0.448785882,-1.306412433,A,70,301.1603305,0
1385,51,92850,1908.33,690,3,7.3,11240,12,1,331.5,Master,Rent,Debt Consolidation,North,-0.418451869,0.242219617,A,47,56.71976677,0
1386,41,59816,2612.98,689,3,6,11517,24,0,9834.96,High School,Rent,Medical,Central,-1.301432449,-0.812271206,D,7,132.241355,0
1387,44,,2525.3,644,3,1.3,12627,36,0,,Bachelor,Own,Debt Consolidation,West,0.155610541,-1.670746471,D,89,148.4748626,0
1388,42,41268,3307.55,750,10,,8323,12,0,613.93,Bachelor,Own,Debt Consolidation,East,0.898178438,-0.709578342,D,79,436.3763678,0
1389,50,39421,646.97,665,4,1.1,9305,24,,3181.13,Master,Other,Debt Consolidation,Central,0.08500503,0.602446117,A,26,165.7455326,0
1390,19,76151,2497.05,605,4,,7682,84,2,1428.8,High School,Rent,Other,East,-2.065177962,0.486835958,C,3,24.42194964,1
1391,43,,821.94,806,2,7,12177,12,2,1201.17,Bachelor,Rent,Debt Consolidation,South,0.479813767,-0.484552094,A,93,179.9670153,0
1392,52,,4614.96,726,3,,5848,36,0,13173.18,PhD,Rent,Debt Consolidation,West,0.734512052,-0.787191354,C,3,45.62555457,0
1393,33,20484,1549.27,676,7,2,38362,12,0,10362.4,Bachelor,Mortgage,Debt Consolidation,East,1.393794361,-0.57127208,C,69,38.29553066,1
1394,69,62923,1841.15,575,4,3.6,19462,24,,,Bachelor,Mortgage,Debt Consolidation,South,0.56222231,-0.24329446,C,14,95.04075596,0
1395,29,73268,1902.63,850,3,1.2,2475,24,1,1136.31,Bachelor,Other,Medical,North,-1.3617851,0.448322813,A,30,75.67840103,0
1396,32,62278,1010.71,562,7,4.5,29643,36,1,,Bachelor,Other,Debt Consolidation,South,-0.145466698,-0.780868406,A,52,373.4619641,0
1397,27,24206,1082.29,564,4,4.7,25257,60,0,1789.68,None,Mortgage,Other,West,-1.391406158,-1.467833707,A,58,12.62807089,0
1398,33,30397,635.65,540,4,,12693,48,2,30686.49,High School,Rent,Debt Consolidation,Central,-1.774172931,-0.789951989,C,22,222.5999685,0
1399,38,137049,2183.16,623,4,,6705,60,2,3439.09,High School,Own,Education,West,0.561408534,-0.800029934,D,14,132.2997279,0
1400,41,,1296.4,700,6,0.3,15284,24,0,,High School,Mortgage,Home Improvement,West,-0.362576693,1.734904125,D,71,117.7355826,1
1401,39,,1645.52,,4,1.1,29121,84,1,8793.62,Master,Mortgage,Medical,West,-0.645041053,-0.226799852,B,72,200.8304348,0
1402,65,,2138.69,510,3,7.6,71344,48,0,,PhD,Other,Business,Central,-0.567173871,0.558586295,A,19,315.5017055,0
1403,35,50832,453.7,829,4,8.1,12002,24,1,3510.97,Bachelor,Own,Debt Consolidation,South,0.174828351,2.189476074,A,29,141.4045215,0
1404,43,30361,2660.28,667,3,4.5,26430,36,1,2673.44,None,Mortgage,Medical,North,0.277069278,0.481744403,B,75,270.7034678,0
1405,53,87814,1997.58,647,4,5.6,2562,84,2,647.74,Bachelor,Own,Debt Consolidation,East,-1.17353986,-0.296459452,B,99,80.10293356,0
1406,52,75908,3160.63,,2,,12937,36,0,,Bachelor,Own,Education,North,-0.463620438,0.265766708,A,99,322.8726528,0
1407,38,21024,1159.68,516,6,,10928,36,0,14283.84,None,Mortgage,Home Improvement,East,-0.046749964,0.940022658,B,79,29.60135665,0
1408,44,31919,2901.65,536,7,1.1,23420,24,,,Bachelor,Own,Medical,South,-1.18848787,1.766076457,D,14,11.55969962,0
1409,18,31418,943.24,624,4,4.6,7798,84,0,4393.27,High School,Mortgage,Debt Consolidation,West,-0.991853074,0.83664874,B,75,506.1110746,0
1410,56,150499,2771.17,505,4,,9727,84,1,7634.46,High School,Rent,Debt Consolidation,West,1.593974077,0.335815425,B,91,228.1670291,0
1411,50,,1645.16,636,4,0.9,27223,36,0,35711.64,Bachelor,Own,Debt Consolidation,West,0.188761202,0.000552783,C,41,206.4014059,0
